year,institution_name,intl_students_all,leading_inst_rank,state,control,carnegie,tuition_oos,latitude,longitude,qs_rank,qs_rank_2020,qs_rank_2016,has_strong_stem,pct_programs_stem,qs_rank_log,korean_pop,national_total_korean
2016,Boston University,8992,12,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,19380.0,58663
2016,University of Michigan Ann Arbor,8163,13,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21130.0,58663
2016,University of Washington,8019,14,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,74723.0,58663
2016,University of California Berkeley,8000,15,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,489924.0,58663
2016,Michigan State University,7779,16,MI,Public,15,39766.0,42.73212,-84.476111,301.0,339.0,318.0,1.0,0.4,5.71042701737487,21130.0,58663
2016,Ohio State University Columbus,7684,17,OH,Public,15,33502.0,32.50096,-84.94106,,,,,,,19130.0,58663
2016,Carnegie Mellon University,7653,18,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,45880.0,58663
2016,Indiana University Bloomington,7502,19,IN,Public,15,37040.0,41.902678,-87.823003,,,,,,,9130.0,58663
2016,University of Texas Arlington,7277,20,TX,Public,15,28228.0,32.729718,-97.11296,,,,,,,102253.0,58663
2016,SUNY University at Buffalo,7252,21,NY,Public,15,27000.0,43.000942,-78.789458,,,,,,,151414.0,58663
2016,University of Minnesota Twin Cities,7197,22,MN,Public,15,33325.0,44.972851,-93.235464,,,,,,,10130.0,58663
2016,University of Florida,7107,23,FL,Public,15,28658.0,29.64629,-82.347911,,,,,,,44130.0,58663
2016,Texas A&M University College Station,6960,24,TX,Public,15,38360.0,33.082787,-83.231962,,,,,,,102253.0,58663
2016,University of California Irvine,6792,25,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,489924.0,58663
2017,New York University,17552,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,152609.0,54555
2017,University of Southern California,16075,2,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,493616.0,54555
2017,Northeastern University Boston,14905,3,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,19920.0,54555
2017,Columbia University,14615,4,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,152609.0,54555
2017,Arizona State University Tempe,13459,5,AZ,Public,15,32100.0,34.74582,-92.28758,,,,,,,11920.0,54555
2017,University of Illinois Urbana-Champaign,13445,6,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,58870.0,54555
2017,University of California Los Angeles,12017,7,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,493616.0,54555
2017,Purdue University West Lafayette,11044,8,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,9420.0,54555
2017,University of California San Diego,9883,9,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,493616.0,54555
2017,Boston University,9742,10,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,19920.0,54555
2017,University of Texas Dallas,9713,11,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,104835.0,54555
2017,University of California Berkeley,9331,12,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,493616.0,54555
2017,University of Washington,8902,13,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,76149.0,54555
2017,Pennsylvania State University University Park,8636,14,PA,Public,15,42000.0,40.358839,-75.97329,,,,,,,46920.0,54555
2017,Carnegie Mellon University,8604,15,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,46920.0,54555
2017,University of Michigan Ann Arbor,8442,16,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21420.0,54555
2017,University of California Irvine,7902,17,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,493616.0,54555
2017,Michigan State University,7624,18,MI,Public,15,39766.0,42.73212,-84.476111,301.0,339.0,318.0,1.0,0.4,5.71042701737487,21420.0,54555
2017,Indiana University Bloomington,7343,19,IN,Public,15,37040.0,41.902678,-87.823003,,,,,,,9420.0,54555
2017,University of California Davis,7316,20,CA,Public,15,44009.0,38.539667,-121.749567,,,,,,,493616.0,54555
2017,University of Minnesota Twin Cities,7212,21,MN,Public,15,33325.0,44.972851,-93.235464,,,,,,,10420.0,54555
2017,SUNY University at Buffalo,7126,22,NY,Public,15,27000.0,43.000942,-78.789458,,,,,,,152609.0,54555
2017,Ohio State University Columbus,7110,23,OH,Public,15,33502.0,32.50096,-84.94106,,,,,,,19420.0,54555
2017,University of Wisconsin Madison,7080,24,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,54555
2017,Texas A&M University College Station,6894,25,TX,Public,15,38360.0,33.082787,-83.231962,,,,,,,104835.0,54555
2018,New York University,19605,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,153804.0,52250
2018,University of Southern California,16340,2,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,497308.0,52250
2018,Northeastern University Boston,16075,3,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,20460.0,52250
2018,Columbia University,15897,4,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,153804.0,52250
2018,University of Illinois Urbana-Champaign,13497,5,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,59435.0,52250
2018,Arizona State University Tempe,13324,6,AZ,Public,15,32100.0,34.74582,-92.28758,,,,,,,12460.0,52250
2018,University of California Los Angeles,11942,7,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,497308.0,52250
2018,Purdue University West Lafayette,10943,8,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,9710.0,52250
2018,University of California San Diego,10652,9,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,497308.0,52250
2018,Boston University,10598,10,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,20460.0,52250
2018,University of California Berkeley,10063,11,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,497308.0,52250
2018,University of Texas Dallas,9401,12,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,107417.0,52250
2018,Pennsylvania State University University Park,9396,13,PA,Public,15,42000.0,40.358839,-75.97329,,,,,,,47960.0,52250
2018,University of Washington,9311,14,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,77574.0,52250
2018,University of Michigan Ann Arbor,8726,15,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21710.0,52250
2018,Carnegie Mellon University,8669,16,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,47960.0,52250
2018,University of California Irvine,8064,17,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,497308.0,52250
2018,University of California Davis,8048,18,CA,Public,15,44009.0,38.539667,-121.749567,,,,,,,497308.0,52250
2018,Ohio State University Columbus,8020,19,OH,Public,15,33502.0,32.50096,-84.94106,,,,,,,19710.0,52250
2018,Cornell University,7214,20,NY,Private nonprofit,15,63200.0,42.4472,-76.483084,,,,,,,153804.0,52250
2018,University of Wisconsin Madison,7189,21,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,52250
2018,Texas A&M University College Station,7163,22,TX,Public,15,38360.0,33.082787,-83.231962,,,,,,,107417.0,52250
2018,SUNY University at Buffalo,7121,23,NY,Public,15,27000.0,43.000942,-78.789458,,,,,,,153804.0,52250
2018,University of Pennsylvania,7062,24,PA,Private nonprofit,15,63452.0,39.950929,-75.19391,,,,,,,47960.0,52250
2018,Michigan State University,7052,25,MI,Public,15,39766.0,42.73212,-84.476111,301.0,339.0,318.0,1.0,0.4,5.71042701737487,21710.0,52250
2019,New York University,21093,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,155000.0,49809
2019,Northeastern University Boston,17491,2,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,21000.0,49809
2019,University of Southern California,17309,3,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,501000.0,49809
2019,Columbia University,17145,4,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,155000.0,49809
2019,University of Illinois Urbana-Champaign,13962,5,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,60000.0,49809
2019,Arizona State University Tempe,13136,6,AZ,Public,15,32100.0,34.74582,-92.28758,,,,,,,13000.0,49809
2019,University of California Los Angeles,11447,7,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,501000.0,49809
2019,University of California San Diego,11272,8,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,501000.0,49809
2019,Purdue University West Lafayette,11173,9,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,10000.0,49809
2019,Boston University,11158,10,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,21000.0,49809
2019,University of California Berkeley,10695,11,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,501000.0,49809
2019,Pennsylvania State University University Park,9244,12,PA,Public,15,42000.0,40.358839,-75.97329,,,,,,,49000.0,49809
2019,University of Washington,9236,13,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,79000.0,49809
2019,University of Michigan Ann Arbor,9000,14,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,22000.0,49809
2019,University of Texas Dallas,8787,15,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,110000.0,49809
2019,University of California Irvine,8773,16,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,501000.0,49809
2019,Carnegie Mellon University,8694,17,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,49000.0,49809
2019,University of California Davis,7919,18,CA,Public,15,44009.0,38.539667,-121.749567,,,,,,,501000.0,49809
2019,Ohio State University Columbus,7894,19,OH,Public,15,33502.0,32.50096,-84.94106,,,,,,,20000.0,49809
2019,Cornell University,7623,20,NY,Private nonprofit,15,63200.0,42.4472,-76.483084,,,,,,,155000.0,49809
2019,Texas A&M University College Station,7370,21,TX,Public,15,38360.0,33.082787,-83.231962,,,,,,,110000.0,49809
2019,University of Pennsylvania,7263,22,PA,Private nonprofit,15,63452.0,39.950929,-75.19391,,,,,,,49000.0,49809
2019,Rutgers University New Brunswick,7261,23,NJ,Public,15,32000.0,40.498769,-74.446251,,,,,,,116000.0,49809
2019,University of Wisconsin Madison,7217,24,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,49809
2019,University of Florida,7172,25,FL,Public,15,28658.0,29.64629,-82.347911,,,,,,,48000.0,49809
2020,New York University,17050,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,152666.0,39491
2020,Northeastern University Boston,15880,2,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,20666.0,39491
2020,Columbia University,15015,3,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,152666.0,39491
2020,University of Southern California,14992,4,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,497000.0,39491
2020,Arizona State University Tempe,13015,5,AZ,Public,15,32100.0,34.74582,-92.28758,,,,,,,13166.0,39491
2020,University of Illinois Urbana-Champaign,12838,6,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,59000.0,39491
2020,University of California San Diego,10824,7,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,497000.0,39491
2020,Boston University,10646,8,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,20666.0,39491
2020,Purdue University West Lafayette,10500,9,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,10000.0,39491
2020,University of California Los Angeles,10273,10,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,497000.0,39491
2020,University of California Berkeley,9184,11,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,497000.0,39491
2020,University of Washington,8777,12,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,78333.0,39491
2020,University of Texas Dallas,8475,13,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,109000.0,39491
2020,Pennsylvania State University University Park,8267,14,PA,Public,15,42000.0,40.358839,-75.97329,,,,,,,48333.0,39491
2020,University of Michigan Ann Arbor,8252,15,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21666.0,39491
2020,University of California Irvine,7766,16,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,497000.0,39491
2020,University of California Davis,7422,17,CA,Public,15,44009.0,38.539667,-121.749567,,,,,,,497000.0,39491
2020,Carnegie Mellon University,7396,18,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,48333.0,39491
2020,University of Wisconsin Madison,7139,19,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,39491
2020,Ohio State University Columbus,6865,20,OH,Public,15,33502.0,32.50096,-84.94106,,,,,,,19833.0,39491
2020,Johns Hopkins University,6723,21,MD,Private nonprofit,15,60480.0,39.328977,-76.621595,,,,,,,76666.0,39491
2020,Cornell University,6692,22,NY,Private nonprofit,15,63200.0,42.4472,-76.483084,,,,,,,152666.0,39491
2020,University of Pennsylvania,6562,23,PA,Private nonprofit,15,63452.0,39.950929,-75.19391,,,,,,,48333.0,39491
2020,Rutgers University New Brunswick,6554,24,NJ,Public,15,32000.0,40.498769,-74.446251,,,,,,,114000.0,39491
2020,Texas A&M University College Station,6511,25,TX,Public,15,38360.0,33.082787,-83.231962,,,,,,,109000.0,39491
2021,New York University,21081,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,150333.0,40755
2021,Northeastern University Boston,17836,2,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,20333.0,40755
2021,Columbia University,16956,3,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,150333.0,40755
2021,University of Southern California,15729,4,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,493000.0,40755
2021,Arizona State University Campus Immersion,15293,5,AZ,Public,15,32100.0,33.417721,-111.934383,,,,,,,13333.0,40755
2021,University of Illinois Urbana-Champaign,12833,6,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,58000.0,40755
2021,Boston University,11798,7,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,20333.0,40755
2021,University of California San Diego,11279,8,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,493000.0,40755
2021,Purdue University West Lafayette,11198,9,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,10000.0,40755
2021,University of California Los Angeles,10990,10,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,493000.0,40755
2021,University of California Berkeley,10664,11,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,493000.0,40755
2021,University of Michigan Ann Arbor,9349,12,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21333.0,40755
2021,Pennsylvania State University University Park,9313,13,PA,Public,15,42000.0,40.358839,-75.97329,,,,,,,47666.0,40755
2021,University of Washington,8682,14,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,77666.0,40755
2021,Carnegie Mellon University,8196,15,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,47666.0,40755
2021,Georgia Institute of Technology,8040,16,GA,Public,15,33794.0,28.065773,-80.623123,88.0,88.0,70.0,1.0,0.64,4.48863636973214,69000.0,40755
2021,Johns Hopkins University,7893,17,MD,Private nonprofit,15,60480.0,39.328977,-76.621595,,,,,,,75333.0,40755
2021,University of California Irvine,7888,18,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,493000.0,40755
2021,University of Texas Dallas,7741,19,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,108000.0,40755
2021,University of Wisconsin Madison,7686,20,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,40755
2021,Cornell University,7579,21,NY,Private nonprofit,15,63200.0,42.4472,-76.483084,,,,,,,150333.0,40755
2021,University of California Davis,7505,22,CA,Public,15,44009.0,38.539667,-121.749567,,,,,,,493000.0,40755
2021,University of Pennsylvania,7400,23,PA,Private nonprofit,15,63452.0,39.950929,-75.19391,,,,,,,47666.0,40755
2021,Texas A&M University College Station,7162,24,TX,Public,15,38360.0,33.082787,-83.231962,,,,,,,108000.0,40755
2021,SUNY University at Buffalo,6723,25,NY,Public,15,27000.0,43.000942,-78.789458,,,,,,,150333.0,40755
2022,New York University,24496,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,148000.0,43847
2022,Northeastern University Boston,20637,2,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,20000.0,43847
2022,Columbia University,19001,3,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,148000.0,43847
2022,Arizona State University Campus Immersion,17981,4,AZ,Public,15,32100.0,33.417721,-111.934383,,,,,,,13500.0,43847
2022,University of Southern California,17264,5,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,489000.0,43847
2022,University of Illinois Urbana-Champaign,14680,6,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,57000.0,43847
2022,Boston University,13281,7,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,20000.0,43847
2022,Purdue University West Lafayette,11872,8,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,10000.0,43847
2022,University of California Berkeley,11719,9,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,489000.0,43847
2022,University of California San Diego,10431,10,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,489000.0,43847
2022,University of Michigan Ann Arbor,10411,11,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21000.0,43847
2022,University of Washington,10198,12,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,77000.0,43847
2022,University of California Los Angeles,9725,13,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,489000.0,43847
2022,University of Texas Dallas,9582,14,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,107000.0,43847
2022,Johns Hopkins University,9322,15,MD,Private nonprofit,15,60480.0,39.328977,-76.621595,,,,,,,74000.0,43847
2022,Pennsylvania State University University Park,9161,16,PA,Public,15,42000.0,40.358839,-75.97329,,,,,,,47000.0,43847
2022,Carnegie Mellon University,9009,17,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,47000.0,43847
2022,University of California Irvine,8984,18,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,489000.0,43847
2022,University of Pennsylvania,8614,19,PA,Private nonprofit,15,63452.0,39.950929,-75.19391,,,,,,,47000.0,43847
2022,University of Wisconsin Madison,8567,20,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,43847
2022,Cornell University,8403,21,NY,Private nonprofit,15,63200.0,42.4472,-76.483084,,,,,,,148000.0,43847
2022,University of North Texas,8200,22,TX,Public,16,22000.0,33.211178,-97.148422,,,,,,,107000.0,43847
2022,SUNY University at Buffalo,7696,23,NY,Public,15,27000.0,43.000942,-78.789458,,,,,,,148000.0,43847
2022,Georgia Institute of Technology,7671,24,GA,Public,15,33794.0,28.065773,-80.623123,88.0,88.0,70.0,1.0,0.64,4.48863636973214,68000.0,43847
2022,University of California Davis,7621,25,CA,Public,15,44009.0,38.539667,-121.749567,,,,,,,489000.0,43847
2023,New York University,27247,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,148000.0,43149
2023,Northeastern University Boston,21023,2,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,20000.0,43149
2023,Columbia University,20321,3,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,148000.0,43149
2023,Arizona State University Campus Immersion,18430,4,AZ,Public,15,32100.0,33.417721,-111.934383,,,,,,,13500.0,43149
2023,University of Southern California,17469,5,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,489000.0,43149
2023,University of Illinois Urbana-Champaign,15376,6,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,57000.0,43149
2023,Boston University,12853,7,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,20000.0,43149
2023,University of California Berkeley,12441,8,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,489000.0,43149
2023,Purdue University West Lafayette,12181,9,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,10000.0,43149
2023,University of North Texas,11917,10,TX,Public,16,22000.0,33.211178,-97.148422,,,,,,,107000.0,43149
2023,University of Michigan Ann Arbor,11766,11,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21000.0,43149
2023,University of Washington,10720,12,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,77000.0,43149
2023,University of Texas Dallas,10491,13,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,107000.0,43149
2023,University of California San Diego,10467,14,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,489000.0,43149
2023,University of California Los Angeles,10446,15,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,489000.0,43149
2023,Johns Hopkins University,10054,16,MD,Private nonprofit,15,60480.0,39.328977,-76.621595,,,,,,,74000.0,43149
2023,Carnegie Mellon University,9607,17,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,47000.0,43149
2023,University of Wisconsin Madison,9526,18,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,43149
2023,Pennsylvania State University University Park,9093,19,PA,Public,15,42000.0,40.358839,-75.97329,,,,,,,47000.0,43149
2023,Cornell University,9091,20,NY,Private nonprofit,15,63200.0,42.4472,-76.483084,,,,,,,148000.0,43149
2023,University of Pennsylvania,8956,21,PA,Private nonprofit,15,63452.0,39.950929,-75.19391,,,,,,,47000.0,43149
2023,University of California Irvine,8748,22,CA,Public,15,42692.0,33.648434,-117.841248,,,,,,,489000.0,43149
2023,University of Texas Arlington,8407,23,TX,Public,15,28228.0,32.729718,-97.11296,,,,,,,107000.0,43149
2023,SUNY University at Buffalo,8380,24,NY,Public,15,27000.0,43.000942,-78.789458,,,,,,,148000.0,43149
2023,Georgia Institute of Technology,8148,25,GA,Public,15,33794.0,28.065773,-80.623123,88.0,88.0,70.0,1.0,0.64,4.48863636973214,68000.0,43149
2024,New York University,27532,1,NY,Private nonprofit,15,58168.0,40.729452,-73.997264,35.0,39.0,46.0,1.0,0.38,3.58351893845611,148000.0,42293
2024,Northeastern University Boston,22465,2,MA,Private nonprofit,15,60192.0,42.339992,-71.088782,,,,,,,20000.0,42293
2024,Columbia University,20733,3,NY,Private nonprofit,15,65524.0,36.087962,-80.250153,12.0,18.0,16.0,1.0,0.44,2.5649493574615367,148000.0,42293
2024,Arizona State University Campus Immersion,20368,4,AZ,Public,15,32100.0,33.417721,-111.934383,,,,,,,13500.0,42293
2024,University of Southern California,17884,5,CA,Private nonprofit,15,63468.0,34.021281,-118.284169,111.0,152.0,151.0,1.0,0.42,4.718498871295094,489000.0,42293
2024,University of Illinois Urbana-Champaign,16144,6,IL,Public,15,32000.0,40.104718,-88.229114,58.0,53.0,52.0,1.0,0.55,4.07753744390572,57000.0,42293
2024,University of North Texas,12982,7,TX,Public,16,22000.0,33.211178,-97.148422,,,,,,,107000.0,42293
2024,Purdue University West Lafayette,12874,8,IN,Public,15,28794.0,41.117278,-85.108962,,,,,,,10000.0,42293
2024,Boston University,12845,9,MA,Private nonprofit,15,60050.0,42.351118,-71.107942,90.0,90.0,87.0,1.0,0.4,4.51085950651685,20000.0,42293
2024,University of California Berkeley,12020,10,CA,Public,15,44066.0,34.07178,-118.442179,12.0,28.0,28.0,1.0,0.55,2.5649493574615367,489000.0,42293
2024,University of Michigan Ann Arbor,11929,11,MI,Public,15,52266.0,42.278374,-83.73481,,,,,,,21000.0,42293
2024,University of Washington,10962,12,WA,Public,15,40740.0,38.302492,-77.476055,73.0,68.0,68.0,1.0,0.48,4.304065093204169,77000.0,42293
2024,Johns Hopkins University,10863,13,MD,Private nonprofit,15,60480.0,39.328977,-76.621595,,,,,,,74000.0,42293
2024,University of California Los Angeles,10769,14,CA,Public,15,43473.0,34.07178,-118.442179,44.0,40.0,40.0,1.0,0.47,3.8066624897703196,489000.0,42293
2024,University of California San Diego,10545,15,CA,Public,15,44009.0,32.877749,-117.235866,62.0,70.0,66.0,1.0,0.54,4.143134726391533,489000.0,42293
2024,University of Texas Dallas,10280,16,TX,Public,15,30400.0,32.984673,-96.749702,,,,,,,107000.0,42293
2024,Carnegie Mellon University,9836,17,PA,Private nonprofit,15,60452.0,40.44357,-79.941993,52.0,54.0,52.0,1.0,0.57,3.970291913552122,47000.0,42293
2024,University of Wisconsin Madison,9769,18,WI,Public,15,38730.0,44.798284,-91.501906,,,,,,,,42293
2024,University of Pennsylvania,9143,19,PA,Private nonprofit,15,63452.0,39.950929,-75.19391,,,,,,,47000.0,42293
